id_notificationlogs,capstone_employee_id_notificationlogs,capstone_name_notificationlogs,capstone_email_notificationlogs,View_time
2474c114-3364-44f4-87d4-9077d5637d6d,071521,Nicholas Vargas,nicholas.vargas@abcsupply_capstone.com,2023-08-01 12:59:46
54af07a0-4221-4e62-a1bd-b741345b131c,060804,James Hammond,james.hammond@abcsupply_capstone.com,2023-08-01 13:00:04
1819b3e2-f8b8-40a6-b238-8304ca8c8b2a,024469,Carrie Taylor,carrie.taylor@abcsupply_capstone.com,2023-08-01 13:04:47
43b6ada7-abd3-4a62-8e4f-954aa75134ff,061696,John Williams,john.williams@abcsupply_capstone.com,2023-08-01 13:05:52
8683ac79-01e8-4967-a106-62c10a20a0c1,018075,Robert Case,robert.case@abcsupply_capstone.com,2023-08-01 13:06:10
0e0c81fb-03c2-4ac2-b91f-31ed4bd74ade,070738,Terri Stanley,terri.stanley@abcsupply_capstone.com,2023-08-01 13:09:13
61c9d5ec-44a5-4012-a9ed-37b4077db012,063679,Amy Jackson,amy.jackson@abcsupply_capstone.com,2023-08-01 13:10:11
79a01317-73eb-4435-bd4c-d2ac91f9247e,002588,Luke Adams,luke.adams@abcsupply_capstone.com,2023-08-01 13:23:29
6429655c-3026-4b6e-8774-db92920b60da,012200,Sarah Hernandez,sarah.hernandez@abcsupply_capstone.com,2023-08-01 13:24:40
c49b9a40-678a-4e61-a71a-f99d5c0f47f2,077894,James Owens,james.owens@abcsupply_capstone.com,2023-08-01 13:26:30
f1eab59e-11b6-428d-ba41-5d2fdf870cf2,064033,Madison Perez,madison.perez@abcsupply_capstone.com,2023-08-01 13:29:14
87bb2dcc-c840-4a91-91f8-453e516a7c50,022375,Rebecca Walker,rebecca.walker@abcsupply_capstone.com,2023-08-01 13:29:54
38467b49-9dd0-475d-8143-d644a2f80c80,030141,James Williams,james.williams@abcsupply_capstone.com,2023-08-01 13:30:30
0c0fecb5-53bd-4928-ad45-8a182f1ca2a4,035719,Shawn Holmes,shawn.holmes@abcsupply_capstone.com,2023-08-01 13:32:36
0fb4eafe-ed8d-4dd5-a322-98b2e49e8682,020788,Robert Hammond,robert.hammond@abcsupply_capstone.com,2023-08-01 13:37:05
f0d3a504-0c8e-4f28-a3f9-abbef2d74d4c,076872,Andrew Hoffman,andrew.hoffman@abcsupply_capstone.com,2023-08-01 13:51:24
7ab6ac00-91e1-4b71-8e51-5930e7ba528d,060043,Nancy Salazar,nancy.salazar@abcsupply_capstone.com,2023-08-01 13:51:52
64178060-3564-429d-bb1c-417b2dd6e5ba,077894,James Owens,james.owens@abcsupply_capstone.com,2023-08-01 13:52:08
25aeae85-01d0-4256-9513-7f5e98269ab9,012300,Randy Wagner,randy.wagner@abcsupply_capstone.com,2023-08-01 13:54:59
7cb1bac7-4b6f-4074-b68d-c4b391e5f103,027308,Annette Osborne,annette.osborne@abcsupply_capstone.com,2023-08-01 13:55:18
951e3204-e273-4baf-ac5b-f2d6592c2c8f,027308,Annette Osborne,annette.osborne@abcsupply_capstone.com,2023-08-01 13:55:57
452cddd7-2034-4b03-848d-2cf757ae9059,034123,Jessica Moran,jessica.moran@abcsupply_capstone.com,2023-08-01 14:01:04
bc1b0421-c7bb-4324-80c9-f32353c8cce5,009545,Richard Bowen,richard.bowen@abcsupply_capstone.com,2023-08-01 14:06:29
e517963b-4cc7-4135-b847-ca1f003b42f0,016962,Alexander Arnold,alexander.arnold@abcsupply_capstone.com,2023-08-01 14:07:27
2a35388f-4a17-4c19-bdc3-f61b9a29d6ce,056658,John Dyer,john.dyer@abcsupply_capstone.com,2023-08-01 14:07:34
8a2b01c0-7f31-42b0-933e-5fb1426bbf08,002497,Trevor Bright,trevor.bright@abcsupply_capstone.com,2023-08-01 14:09:27
cd06d389-e65c-48d4-b63e-d1b241cda1e2,063482,Michelle Garrison,michelle.garrison@abcsupply_capstone.com,2023-08-01 14:14:08
643b39e8-9cdb-46de-9e16-735dd7cc5af6,025118,Mark Miller,mark.miller@abcsupply_capstone.com,2023-08-01 14:15:20
11398f76-558e-446a-924b-20735309b043,058409,Michelle Morris,michelle.morris@abcsupply_capstone.com,2023-08-01 14:15:36
c8f374aa-284f-4549-9a24-af0409a048ee,018948,Sandra Brown,sandra.brown@abcsupply_capstone.com,2023-08-01 14:15:50
d21d23cc-fe6d-4783-8ac2-3f3217ed40f4,028145,Pamela Crawford,pamela.crawford@abcsupply_capstone.com,2023-08-01 14:17:55
4a5fc157-bf9c-4785-809c-721c9a57ba2a,033002,Mathew Fox,mathew.fox@abcsupply_capstone.com,2023-08-01 14:23:33
fcf330ed-f1d1-4947-bbaa-0aeabd6045f7,067717,Angela Noble,angela.noble@abcsupply_capstone.com,2023-08-01 14:26:13
2471319e-2177-48f3-b47d-a4dfec7913c8,086666,Nicholas Williams,nicholas.williams@abcsupply_capstone.com,2023-08-01 14:28:33
11362ca7-6f95-42fc-aa5b-d333c017fe2d,021537,Keith Sandoval,keith.sandoval@abcsupply_capstone.com,2023-08-01 14:28:34
2d0b76aa-8015-45d2-876d-e5b7b522c475,011163,Destiny Ruiz,destiny.ruiz@abcsupply_capstone.com,2023-08-01 14:28:47
d9c80216-386d-426e-9550-11dcec668318,004082,Daisy Alexander,daisy.alexander@abcsupply_capstone.com,2023-08-01 14:27:55
76466b6a-7124-4c07-bad4-4fda90eeba7f,033184,Selena Thomas,selena.thomas@abcsupply_capstone.com,2023-08-01 14:33:16
51134d07-d0c5-475b-b380-5886a31cd158,034554,Debra Coleman,debra.coleman@abcsupply_capstone.com,2023-08-01 14:39:30
8c6bb2bb-d212-41cf-ba78-7bcb44c1aa0e,027195,Kristen Barnes,kristen.barnes@abcsupply_capstone.com,2023-08-01 14:39:49
bd4c489e-df4c-4841-b5fe-17d7e3a6dd38,058668,Karen Oconnor,karen.oconnor@abcsupply_capstone.com,2023-08-01 14:43:36
9f84eb57-e0e0-43d4-9e0a-167b83fc6e7d,028802,Micheal Bell,micheal.bell@abcsupply_capstone.com,2023-08-01 14:53:27
51bf0bbb-e8d3-4136-8a7b-c81a88bee418,055711,Michael Perez,michael.perez@abcsupply_capstone.com,2023-08-01 14:53:57
9fde3130-4ed8-41c9-94d4-1cf3a902e4f7,020877,Peter Alvarez,peter.alvarez@abcsupply_capstone.com,2023-08-01 14:54:06
4c1dcc94-ac9a-42c7-ba7f-325900988532,058137,Terry Stark,terry.stark@abcsupply_capstone.com,2023-08-01 15:02:39
4ba9dce2-04ce-4f42-a638-c5fe8a069a7a,019054,Alan Hunter,alan.hunter@abcsupply_capstone.com,2023-08-01 15:06:14
4bee74a0-b8be-4a37-b78e-cb388632be59,003459,Malik Robinson,malik.robinson@abcsupply_capstone.com,2023-08-01 15:09:27
6c03a99b-381d-4008-9275-03ab78fe82b6,060043,Nancy Salazar,nancy.salazar@abcsupply_capstone.com,2023-08-01 15:17:19
1e9e9c26-33f9-4dec-aa12-99e1116c1d3c,011151,Sarah Norman,sarah.norman@abcsupply_capstone.com,2023-08-01 15:24:34
b0ec1fc1-b7ac-4213-a3d0-eec1361005d3,067267,Catherine Anderson,catherine.anderson@abcsupply_capstone.com,2023-08-01 15:24:46
659ff152-6997-4646-9278-24ea56ed7b31,061008,Mr. Christopher Short MD,mr..christopher.short.md@abcsupply_capstone.com,2023-08-01 15:32:34
46299e45-85e3-4ec9-88a3-bbfcaa205c31,013428,Hannah Cooley,hannah.cooley@abcsupply_capstone.com,2023-08-01 15:32:51
bd262c28-de09-406a-9ba6-d937c12382ee,060091,Tyler Sutton,tyler.sutton@abcsupply_capstone.com,2023-08-01 15:34:55
ef3ebbf1-80be-4873-b663-0b2e6335f03a,078006,Sarah Morrison,sarah.morrison@abcsupply_capstone.com,2023-08-01 15:40:25
750ceda6-4484-4c52-a29c-5a9a29fe7652,035369,Mr. Jose Henry,mr..jose.henry@abcsupply_capstone.com,2023-08-01 15:43:39
f8449e8e-816c-454f-9a18-ee5c04a679f0,028449,Gabriel Edwards,gabriel.edwards@abcsupply_capstone.com,2023-08-01 15:44:12
9a54f912-5e77-4120-bf87-a5dae53af6ac,071179,Robert Sellers,robert.sellers@abcsupply_capstone.com,2023-08-01 15:47:50
d3b78abf-5004-4730-8350-d806dcb2dff3,076265,Christopher Willis,christopher.willis@abcsupply_capstone.com,2023-08-01 15:54:12
be6f98c5-8bb3-44fd-b4d4-1d1fdae60714,081888,Mark Jones,mark.jones@abcsupply_capstone.com,2023-08-01 15:58:25
93304c8a-d8a6-453c-bd86-a68b6d8f3621,078017,Joyce Williams,joyce.williams@abcsupply_capstone.com,2023-08-01 16:13:36
de14d35d-a76f-4ee1-84eb-1a7295c8ab81,059206,Kimberly Collins,kimberly.collins@abcsupply_capstone.com,2023-08-01 16:16:52
15686220-4bfb-4f61-84e1-c752b654d483,033938,Holly Mcintosh,holly.mcintosh@abcsupply_capstone.com,2023-08-01 16:21:55
ebb64dce-803c-42e6-ae1f-3fb2b9ba1158,009980,Karen Williams,karen.williams@abcsupply_capstone.com,2023-08-01 16:27:04
11fa06bb-879e-49a3-9821-862a6f67a921,061445,Sue Jacobs,sue.jacobs@abcsupply_capstone.com,2023-08-01 16:27:30
82d0ffdb-f3b9-4ca8-b003-0e93a936dcda,004369,Dawn Davis,dawn.davis@abcsupply_capstone.com,2023-08-01 16:28:43
c578dfb6-e43f-4a31-9540-c00d4aa41374,003230,Michael Barnes,michael.barnes@abcsupply_capstone.com,2023-08-01 16:29:19
e5437da7-45b9-47d4-bfd4-ca8a0fbc70ce,027224,Jody Pearson,jody.pearson@abcsupply_capstone.com,2023-08-01 16:30:06
1babaf13-b8f7-4a4e-aedc-c18cbee47907,035371,Thomas Hogan,thomas.hogan@abcsupply_capstone.com,2023-08-01 16:32:45
80e90ca8-d11d-425d-ad96-272b0b657d04,005513,Emily Ford,emily.ford@abcsupply_capstone.com,2023-08-01 16:46:00
a71a39ae-6509-430c-9262-607c085db8ca,023706,Cynthia Crawford,cynthia.crawford@abcsupply_capstone.com,2023-08-01 16:46:15
35507c04-9483-4a16-b76d-a2b31c345e31,073660,Crystal Rodgers,crystal.rodgers@abcsupply_capstone.com,2023-08-01 16:49:22
7ccd9c67-ff7e-496d-bc1e-518dda3327bc,002942,Eric Brown,eric.brown@abcsupply_capstone.com,2023-08-01 16:52:30
06535a93-836a-4fc7-9b92-1eedc0cc86a6,020674,Edward Smith,edward.smith@abcsupply_capstone.com,2023-08-01 16:58:31
0d651c4d-3c06-438d-afed-0024c4766286,054633,Timothy Kerr,timothy.kerr@abcsupply_capstone.com,2023-08-01 17:06:04
f4380f48-5d08-4739-b8c4-e757c72a54c8,078046,Rebecca Lee,rebecca.lee@abcsupply_capstone.com,2023-08-01 17:07:13
69ee2c8c-b130-48d1-935e-2bfb23a59b14,052466,Haley Buck,haley.buck@abcsupply_capstone.com,2023-08-01 17:22:05
3c4dea06-3d9e-4fd3-a013-2afe4bd89a7c,028141,Lisa Coleman,lisa.coleman@abcsupply_capstone.com,2023-08-01 17:23:35
7460fe70-f86c-4cf4-88b6-7778e4feeed7,028952,Paul Duncan,paul.duncan@abcsupply_capstone.com,2023-08-01 18:14:26
79778199-1215-458a-8380-ba0d644c8f50,014495,Christopher Walls,christopher.walls@abcsupply_capstone.com,2023-08-01 18:14:29
092bbb3b-a34c-4562-850e-6099c264e46c,018809,Jennifer Pollard,jennifer.pollard@abcsupply_capstone.com,2023-08-01 18:19:40
9f14e4d5-10a3-4aac-a1b4-8721dc77bb48,019539,Joshua Turner,joshua.turner@abcsupply_capstone.com,2023-08-01 18:20:15
8cce40d6-0d6c-465a-9f57-b867542253ec,030911,Hannah Martin,hannah.martin@abcsupply_capstone.com,2023-08-01 18:22:16
3a023faa-f201-49de-8b44-7f63bcc0b74c,080257,Cynthia Mckenzie,cynthia.mckenzie@abcsupply_capstone.com,2023-08-01 18:22:54
fbdaddcf-86d7-4570-86c9-c83a4408e918,014643,Michael Cordova,michael.cordova@abcsupply_capstone.com,2023-08-01 18:24:47
b11babf9-ec21-4c50-8b12-9e1ee8c478ce,006154,Elizabeth Blevins,elizabeth.blevins@abcsupply_capstone.com,2023-08-01 18:36:44
f216556f-596e-425e-a627-d39887c041d5,014713,Michael Howard,michael.howard@abcsupply_capstone.com,2023-08-01 19:11:47
bab41c83-e682-4e45-9077-698d1702f30f,015441,Martha Farrell,martha.farrell@abcsupply_capstone.com,2023-08-01 19:22:53
53b313f6-b72a-4315-b41f-6ad491eb8747,003485,Richard Fernandez,richard.fernandez@abcsupply_capstone.com,2023-08-01 19:35:28
9d30fa54-e456-42ae-bd1c-dc1b15208b83,029014,Martha James,martha.james@abcsupply_capstone.com,2023-08-01 19:45:57
024df3ae-0f35-4d27-bc6d-7c8c0cd39f00,073331,Jonathan Powell,jonathan.powell@abcsupply_capstone.com,2023-08-01 19:48:45
12287177-5fdc-4290-b50c-027b4c093d54,088378,Randy Phillips,randy.phillips@abcsupply_capstone.com,2023-08-01 19:51:54
fd2d4b4c-28fc-493a-b99a-3527e4fdeb4e,051958,Tyler Wilson,tyler.wilson@abcsupply_capstone.com,2023-08-01 19:53:30
2019290e-9272-41a5-a0de-a73d681b8231,085469,Richard Ewing,richard.ewing@abcsupply_capstone.com,2023-08-01 19:58:31
522cb682-ad0f-40dc-909a-c66a74346d90,030719,Thomas Hanson,thomas.hanson@abcsupply_capstone.com,2023-08-01 20:11:35
d4300e9e-121a-42e5-842a-9331404b208c,090764,Jerry Walsh,jerry.walsh@abcsupply_capstone.com,2023-08-01 20:23:58
7568b9d3-55b4-4fe3-88c2-e369cd6a8871,063152,Zachary Villanueva,zachary.villanueva@abcsupply_capstone.com,2023-08-01 20:30:09
15738862-f6c0-4324-9cfa-f4e773e0d81e,073804,Christina Smith,christina.smith@abcsupply_capstone.com,2023-08-01 20:34:42
d2aea3ab-791c-4ea8-85a8-47a1bbd605fe,020806,Andrea Mullen,andrea.mullen@abcsupply_capstone.com,2023-08-01 20:38:48
f3b95e50-8a97-4644-af57-8332f85d4b04,063958,Sierra Robinson,sierra.robinson@abcsupply_capstone.com,2023-08-01 20:48:12
f4bebbae-465e-4814-afc2-39b8cf9d53fd,041505,Matthew Day,matthew.day@abcsupply_capstone.com,2023-08-01 21:12:32
cd211362-67dd-4c78-91f3-f3f51a89f3c4,071960,Cindy Richards,cindy.richards@abcsupply_capstone.com,2023-08-01 21:24:54
1df71126-aa8d-4e8a-a9d7-95b5c1256440,077510,Jimmy Best,jimmy.best@abcsupply_capstone.com,2023-08-02 11:45:52
e4dd1de6-57c1-462b-a839-82bdba6641ed,003592,Michael Perez,michael.perez@abcsupply_capstone.com,2023-08-02 12:29:41
0a1650aa-e5cf-45ca-88ec-4cef9e582927,056742,Lisa Nguyen,lisa.nguyen@abcsupply_capstone.com,2023-08-02 12:43:19
e57252fd-9735-4e87-8277-80a98f5c9336,024771,Dawn Thomas,dawn.thomas@abcsupply_capstone.com,2023-08-02 14:02:48
6c987aef-0d5d-48a7-8647-e8e5c65b4fb4,026331,Angela Weber,angela.weber@abcsupply_capstone.com,2023-08-02 14:12:30
d50bdd6f-6a01-481e-9e0e-8502a102809c,077985,John Brown,john.brown@abcsupply_capstone.com,2023-08-02 15:46:39
0484f584-4456-4da2-b217-6d0de35e375b,003154,Mrs. Nicole Everett,mrs..nicole.everett@abcsupply_capstone.com,2023-08-02 15:59:47
01361a29-201f-4b9b-8834-11d50183914b,082291,James Sullivan,james.sullivan@abcsupply_capstone.com,2023-08-02 16:02:17
2a4fe085-68f5-4ef5-966e-96bf190f5c47,051862,Lauren Silva,lauren.silva@abcsupply_capstone.com,2023-08-02 17:14:13
453e037c-bc96-4733-9be4-78013a41aa0e,064294,Austin Schultz,austin.schultz@abcsupply_capstone.com,2023-08-02 17:33:30
9ece71d1-d7b9-4a10-803e-53bed7747372,056700,Sarah Buck,sarah.buck@abcsupply_capstone.com,2023-08-02 18:09:12
5f4a2722-40c6-473f-ab89-7d5f97ed8d17,056369,Kevin Thompson,kevin.thompson@abcsupply_capstone.com,2023-08-02 19:08:49
e86f1639-9c2f-4861-a0aa-2729c8cb828a,071065,Sarah Green,sarah.green@abcsupply_capstone.com,2023-08-02 19:22:05
f2ea3ad6-3b74-4c10-9fdb-ae15e4da9dc6,068978,Holly Johnston,holly.johnston@abcsupply_capstone.com,2023-08-02 20:48:25
54e527d5-b139-4fe6-ac59-79e58a5d2c90,059449,Bobby Scott,bobby.scott@abcsupply_capstone.com,2023-08-02 21:46:09
024b99e0-8a31-40cb-9c4a-ab7e37ec653f,012576,Daniel Davidson,daniel.davidson@abcsupply_capstone.com,2023-08-02 22:45:36
c7794f3e-2f06-473f-9ba2-daf948c9d545,005424,Grant Tucker,grant.tucker@abcsupply_capstone.com,2023-08-02 23:28:02
d9a79c87-afc1-4a46-bd69-cb5e4419a1a7,008514,Rachael Hall,rachael.hall@abcsupply_capstone.com,2023-08-03 11:16:05
a8710f6d-421b-4c78-9c70-6c023597cc88,011270,Jessica Mays,jessica.mays@abcsupply_capstone.com,2023-08-03 12:42:54
f8b33644-2f2d-43d5-9413-5fadb4f0be3c,004790,Gina Montoya,gina.montoya@abcsupply_capstone.com,2023-08-03 14:52:06
fb96abfc-36c8-4f23-80dd-c8a6e084c723,009278,Peter Hill,peter.hill@abcsupply_capstone.com,2023-08-03 15:05:41
36db2888-596e-4f18-8bd4-20ca2349e305,060638,Shane Sanchez,shane.sanchez@abcsupply_capstone.com,2023-08-03 15:30:39
25f845ca-0947-48d9-98ff-6744a60b0593,084031,Lindsay Thompson,lindsay.thompson@abcsupply_capstone.com,2023-08-03 15:58:39
10616542-fdcc-4028-9b8b-10be9d848538,023743,Christine Barber,christine.barber@abcsupply_capstone.com,2023-08-03 16:22:12
81b22c35-32dd-4310-adff-cfa9da805642,041371,Tanya Becker,tanya.becker@abcsupply_capstone.com,2023-08-03 17:43:28
8d919ff2-a9d3-417d-9cf9-b282e187755a,019751,David Gonzalez,david.gonzalez@abcsupply_capstone.com,2023-08-03 19:12:29
f446b77d-4cdb-48dd-a7f4-956fd30f5a09,005712,Jessica Steele,jessica.steele@abcsupply_capstone.com,2023-08-03 19:14:13
519d8081-feda-49f9-a954-f83b023f2022,026023,Samuel Gutierrez,samuel.gutierrez@abcsupply_capstone.com,2023-08-03 20:52:34
ebd5f3ac-46cf-4e06-8130-5bc85cca1c2e,003487,Susan Sosa,susan.sosa@abcsupply_capstone.com,2023-08-03 20:59:43
8b6c40ff-aff3-4c3d-b7ab-6cdaff15235a,027366,Mary Meyer,mary.meyer@abcsupply_capstone.com,2023-08-04 11:38:28
0fe73fe6-030d-4180-bd1f-1a9c482240a9,017207,Justin Andrews,justin.andrews@abcsupply_capstone.com,2023-08-04 12:48:59
d760a958-2835-4983-945b-78f5534ebd0d,084671,Susan Randolph,susan.randolph@abcsupply_capstone.com,2023-08-04 15:47:41
953fd3ce-c887-4884-92cf-9aa022a27956,033361,Peter Elliott,peter.elliott@abcsupply_capstone.com,2023-08-04 16:36:23
c0f9d3fa-2a6c-4afd-9ae0-21ff4f1b2457,002627,Megan Kelley MD,megan.kelley.md@abcsupply_capstone.com,2023-08-04 17:03:46
6e41ca98-0209-47c0-9afe-83b3049e27cb,067401,Michael Weaver,michael.weaver@abcsupply_capstone.com,2023-08-04 17:23:28
288be93a-a864-4028-bd89-41e0ccb6e76b,059643,Scott Brown,scott.brown@abcsupply_capstone.com,2023-08-04 17:28:56
ba7b309a-eb13-4af0-813a-61c73498baca,033761,Ashley Lopez,ashley.lopez@abcsupply_capstone.com,2023-08-04 18:10:14
746b3585-27f1-4846-8694-31f8665f33f0,011036,Joshua Vasquez,joshua.vasquez@abcsupply_capstone.com,2023-08-04 19:56:04
b2f59683-42c9-464b-abb9-ae9bbe6e25df,002422,Teresa Glenn,teresa.glenn@abcsupply_capstone.com,2023-08-04 20:32:01
1c5af82d-5e94-445e-bd8d-8f1d9b10bcbf,002919,Sarah Brown,sarah.brown@abcsupply_capstone.com,2023-08-05 12:07:02
32e70fd4-eb3d-4729-967d-84531642b605,002534,Yolanda Taylor,yolanda.taylor@abcsupply_capstone.com,2023-08-05 15:19:28
68ab3b7a-6ef7-4221-a5f6-605c91758478,002534,Yolanda Taylor,yolanda.taylor@abcsupply_capstone.com,2023-08-05 15:19:43
b97be423-356c-4252-a3c4-912f20d41fa3,071435,Kimberly Mathis,kimberly.mathis@abcsupply_capstone.com,2023-08-05 15:23:53
1ac4960c-49d0-49f7-9be6-a962f64013ab,010891,Ellen Mejia,ellen.mejia@abcsupply_capstone.com,2023-08-05 15:55:37
41f9b741-b104-462e-b0cb-330504a1969a,064359,Rebecca Rogers,rebecca.rogers@abcsupply_capstone.com,2023-08-07 13:11:54
48d4f2b5-79f2-4bfc-9fc1-9f27e8c65e2a,074444,Leslie Robbins,leslie.robbins@abcsupply_capstone.com,2023-08-07 13:57:52
f27e1862-8412-4dc1-8a18-117f5a28494f,023783,Mark Johnson,mark.johnson@abcsupply_capstone.com,2023-08-07 16:15:09
75270a50-4668-4a46-9343-f57b55ca344b,030538,Tina Terry,tina.terry@abcsupply_capstone.com,2023-08-07 16:15:36
fc306eee-1ae5-4994-8e98-e1b5780d7cc7,005466,Kenneth Hudson,kenneth.hudson@abcsupply_capstone.com,2023-08-07 16:28:58
4338698b-27d2-4386-be41-a8c9bc409d31,090850,Christopher Spears,christopher.spears@abcsupply_capstone.com,2023-08-07 16:43:34
8031c70f-db12-4fc9-bec4-05e3e2868a7b,074427,Tara Riddle,tara.riddle@abcsupply_capstone.com,2023-08-07 16:48:15
a0879a83-7127-4d68-821d-49d494cb1736,003731,Crystal Clark,crystal.clark@abcsupply_capstone.com,2023-08-07 17:17:29
33ec7a13-236f-4780-aa02-991ccd43481b,012779,Angela Baker,angela.baker@abcsupply_capstone.com,2023-08-07 19:52:11
ea2d6f97-8bc4-4288-996c-736b09be2fdf,009492,William Hill,william.hill@abcsupply_capstone.com,2023-08-07 20:09:49
ffaa74b6-4ade-425e-af13-ded54dae04f7,089752,Brandy Morgan,brandy.morgan@abcsupply_capstone.com,2023-08-07 21:31:59
a43ed3ab-b0d8-4cbb-b72c-945d5eafdced,019993,Mrs. Olivia Durham,mrs..olivia.durham@abcsupply_capstone.com,2023-08-07 22:38:06
eb4e1ba0-e9b1-4fe7-bdd5-028da6cedca2,021927,Benjamin Gonzalez,benjamin.gonzalez@abcsupply_capstone.com,2023-08-08 12:06:04
8704856a-4fc3-4092-9ca6-effc5cee3bb6,021688,Adam Potts,adam.potts@abcsupply_capstone.com,2023-08-08 12:19:48
9561dd6b-0f0f-445e-8973-eafa6b472f0c,077699,Edward Ibarra,edward.ibarra@abcsupply_capstone.com,2023-08-08 12:52:19
3472c131-d075-4fa7-9653-06c89f80d18c,051592,Kevin Chavez,kevin.chavez@abcsupply_capstone.com,2023-08-08 14:01:45
1ce10aab-226a-4bb8-8c06-9cd826d93a80,062063,Carrie Maddox,carrie.maddox@abcsupply_capstone.com,2023-08-08 14:47:06
a199969e-301d-44b4-bb83-b8ecfd25f68e,014907,Daniel Gray,daniel.gray@abcsupply_capstone.com,2023-08-08 15:39:12
a5172721-2529-4ee6-8810-399b8c43191f,057865,Thomas Thompson,thomas.thompson@abcsupply_capstone.com,2023-08-08 16:07:24
1ea3598e-e9f0-47a7-b776-89a115602472,017845,Lisa Duncan,lisa.duncan@abcsupply_capstone.com,2023-08-08 16:21:31
425fbebc-b117-44b5-94c0-3e94dc332bdd,068082,Christopher Duarte,christopher.duarte@abcsupply_capstone.com,2023-08-08 17:03:09
a8704e5f-8a67-4c03-8980-0e008c8dcdd5,024961,Elizabeth Hoffman,elizabeth.hoffman@abcsupply_capstone.com,2023-08-08 17:21:44
7ff8ba8b-8f9e-4984-9af2-dc5542262699,021065,Mackenzie Chavez,mackenzie.chavez@abcsupply_capstone.com,2023-08-08 18:38:24
865697e9-9f96-49bf-a3d8-1239f1bbcb6f,025442,Erin Perez,erin.perez@abcsupply_capstone.com,2023-08-09 12:52:48
6ecbe5e4-2a09-4039-839c-2e0620e0ee2c,056726,Angela Stephenson,angela.stephenson@abcsupply_capstone.com,2023-08-09 13:26:05
a819e1de-873e-46c3-be26-7288b15e8a09,060000,Bryan Cisneros,bryan.cisneros@abcsupply_capstone.com,2023-08-09 14:22:20
bec319df-fa82-4908-bcbd-11638a483b23,032796,Terri Thomas,terri.thomas@abcsupply_capstone.com,2023-08-09 14:22:51
ca4a5693-387c-4c40-9a4e-8725aa2a57c5,071777,Corey Sherman,corey.sherman@abcsupply_capstone.com,2023-08-09 15:13:54
ce781499-08e5-4ff3-849b-f99c320fd6a1,064453,Patricia Grimes,patricia.grimes@abcsupply_capstone.com,2023-08-09 15:33:55
7ac42f1a-a125-4134-b00a-3b22f91991f9,067668,Beverly Johnson,beverly.johnson@abcsupply_capstone.com,2023-08-09 16:45:22
94ce5f4c-261b-4bb7-9a0f-1de30ac13fa1,026483,David Wood,david.wood@abcsupply_capstone.com,2023-08-09 17:53:31
2145b6d8-5028-4c9a-ba03-490127b16b3a,060431,Jennifer Gallegos,jennifer.gallegos@abcsupply_capstone.com,2023-08-09 18:27:09
5a725933-0be0-4b1f-8941-ae11a8710a9d,028143,Aaron Clements,aaron.clements@abcsupply_capstone.com,2023-08-09 18:59:12
99f80b7f-6fa1-4d2b-9b2c-38fc0e57d0ac,082728,Paige Zimmerman,paige.zimmerman@abcsupply_capstone.com,2023-08-09 20:15:55
171a921b-4fd4-4171-8ee9-658f7163d942,021940,Kayla Valenzuela,kayla.valenzuela@abcsupply_capstone.com,2023-08-09 21:37:40
9f28285c-1274-4562-bfb3-838ac3be4b95,057336,Keith Frank,keith.frank@abcsupply_capstone.com,2023-08-09 22:49:12
363184fd-5093-4bc0-8503-d586f3209693,022375,Rebecca Walker,rebecca.walker@abcsupply_capstone.com,2023-08-10 09:46:13
4a97171b-94c2-4dec-bcc5-096b6a0a33db,073166,Michael Ramos,michael.ramos@abcsupply_capstone.com,2023-08-10 12:56:33
a7176afe-ecf5-415a-8c9d-65a9f0665d91,053452,Heather Leon,heather.leon@abcsupply_capstone.com,2023-08-10 13:20:05
34e0db38-edbc-4ee2-a4c9-c5d9d4345cfc,057597,Walter Robinson,walter.robinson@abcsupply_capstone.com,2023-08-10 13:46:19
f30c23f5-a8ae-4473-a4ec-ccf07273e98f,021453,Jacqueline Bowen,jacqueline.bowen@abcsupply_capstone.com,2023-08-10 14:42:51
9f58b949-7be1-4182-9dab-b05650ec533a,060622,Bryan Nguyen,bryan.nguyen@abcsupply_capstone.com,2023-08-10 15:06:48
5212716f-e819-48b3-bf39-6d560cbfe14c,023777,Michael Shannon,michael.shannon@abcsupply_capstone.com,2023-08-10 16:02:09
b4dbc0bb-5e8d-42de-af42-684c6aa42eb1,023898,Cheryl Sherman,cheryl.sherman@abcsupply_capstone.com,2023-08-10 16:08:09
7ba6b7bc-c1d1-4e53-9917-b8b07945a297,032748,Robert Gardner,robert.gardner@abcsupply_capstone.com,2023-08-10 18:02:22
3b556370-2b00-4453-bc82-44dd01cf1916,042330,Cathy Doyle,cathy.doyle@abcsupply_capstone.com,2023-08-10 20:51:09
ffb7b5ed-5d36-47b7-bf44-7ce5be4ea61e,033022,Jerry Wallace,jerry.wallace@abcsupply_capstone.com,2023-08-11 12:10:03
a0f80f9a-25e4-477c-9f03-d45dd3112da4,019547,Michael Henry,michael.henry@abcsupply_capstone.com,2023-08-11 14:31:44
24893a3a-20e0-4139-9640-df3fbb362a11,053295,Carmen Morales,carmen.morales@abcsupply_capstone.com,2023-08-11 15:12:56
94096269-cd63-4f6e-b5c0-d31397460699,020750,Wayne Brock,wayne.brock@abcsupply_capstone.com,2023-08-11 16:02:14
